"","ResponseID","Mode","Ephemerality","gender","age_1","Stimulus","ClickCount","FirstClick","LastClick","PageSubmit","RecommendationFollowed"
"1243","R_1KvbLn2dTCDVwea","PermanentVisual",0,1,31,"shampoo",2,6.006,9.121,11.293,0
"1244","R_1KvbLn2dTCDVwea","PermanentVisual",0,1,31,"toaster",4,24.152,32.483,36.409,1
"1245","R_1Kx3TEmEer8nMa2","PermanentVisual",0,2,44,"brownies",2,1.722,2.758,4.388,1
"1246","R_1Kx3TEmEer8nMa2","PermanentVisual",0,2,44,"hotel",1,2.347,2.347,5.362,1
"1247","R_1Kx3TEmEer8nMa2","PermanentVisual",0,2,44,"shampoo",1,1.147,1.147,2.385,1
"1248","R_1Kx3TEmEer8nMa2","PermanentVisual",0,2,44,"toaster",1,3.656,3.656,6.399,1
"1249","R_1Kxo87t8uUavtVE","PermanentVisual",0,2,29,"brownies",1,4.001,4.001,5.531,1
"1250","R_1Kxo87t8uUavtVE","PermanentVisual",0,2,29,"hotel",1,3.68,3.68,11.472,0
"1251","R_1Kxo87t8uUavtVE","PermanentVisual",0,2,29,"shampoo",3,5.752,9.882,17.503,0
"1252","R_1Kxo87t8uUavtVE","PermanentVisual",0,2,29,"toaster",1,9.175,9.175,12.332,0
"1253","R_1KyenAGP6cqM05v","PermanentVisual",0,2,25,"brownies",1,7.712,7.712,10.409,0
"1254","R_1KyenAGP6cqM05v","PermanentVisual",0,2,25,"hotel",1,15.913,15.913,19.824,1
"1255","R_1KyenAGP6cqM05v","PermanentVisual",0,2,25,"shampoo",1,6.968,6.968,8.858,0
"1256","R_1KyenAGP6cqM05v","PermanentVisual",0,2,25,"toaster",4,50.705,59.578,61.057,0
"1257","R_1kYoervPhkhk4gj","Auditory",1,2,31,"brownies",1,2.636,2.636,5.363,1
"1258","R_1kYoervPhkhk4gj","Auditory",1,2,31,"hotel",1,6.001,6.001,7.985,0
"1259","R_1kYoervPhkhk4gj","Auditory",1,2,31,"shampoo",2,3.605,4.434,14.026,1
"1260","R_1kYoervPhkhk4gj","Auditory",1,2,31,"toaster",1,24.591,24.591,27.452,0
"1261","R_1l0qWMt1ZDtvalM","PermanentVisual",0,2,54,"brownies",1,22.673,22.673,24.656,1
"1262","R_1l0qWMt1ZDtvalM","PermanentVisual",0,2,54,"hotel",3,18.726,34.232,35.65,0
"1263","R_1l0qWMt1ZDtvalM","PermanentVisual",0,2,54,"shampoo",1,15.824,15.824,20.826,0
"1264","R_1l0qWMt1ZDtvalM","PermanentVisual",0,2,54,"toaster",4,16.762,67.879,69.557,0
"1265","R_1l4zClOvc7hpSfE","PermanentVisual",0,1,36,"brownies",1,6.306,6.306,7.529,0
"1266","R_1l4zClOvc7hpSfE","PermanentVisual",0,1,36,"hotel",1,4.849,4.849,6.862,1
"1267","R_1l4zClOvc7hpSfE","PermanentVisual",0,1,36,"shampoo",5,2.355,11.995,13.265,0
"1268","R_1l4zClOvc7hpSfE","PermanentVisual",0,1,36,"toaster",1,12.006,12.006,13.821,1
"1269","R_1l5del7q4oOyN2F","Auditory",1,2,39,"brownies",2,2.751,3.651,4.103,1
"1270","R_1l5del7q4oOyN2F","Auditory",1,2,39,"hotel",2,1.779,2.321,3.694,1
"1271","R_1l5del7q4oOyN2F","Auditory",1,2,39,"shampoo",3,5.61,9.122,9.813,1
"1272","R_1l5del7q4oOyN2F","Auditory",1,2,39,"toaster",40,2.152,57.982,58.836,1
"1273","R_1l6Pw9ftMTXaDSj","PermanentVisual",0,1,44,"brownies",1,18.018,18.018,20.76,0
"1274","R_1l6Pw9ftMTXaDSj","PermanentVisual",0,1,44,"hotel",1,35.361,35.361,36.534,0
"1275","R_1l6Pw9ftMTXaDSj","PermanentVisual",0,1,44,"shampoo",1,27.496,27.496,29.078,1
"1276","R_1l6Pw9ftMTXaDSj","PermanentVisual",0,1,44,"toaster",3,30.405,44.662,45.755,0
"1277","R_1l6UgrUoq50tvSz","Auditory",1,1,20,"brownies",2,1.005,1.727,4.278,1
"1278","R_1l6UgrUoq50tvSz","Auditory",1,1,20,"hotel",2,1.31,2.197,2.946,1
"1279","R_1l6UgrUoq50tvSz","Auditory",1,1,20,"shampoo",2,1.126,1.464,2.277,1
"1280","R_1l6UgrUoq50tvSz","Auditory",1,1,20,"toaster",2,0.204,1.499,1.654,1
"1281","R_1lAhlHARjVYuMNc","DisappearingVisual",1,1,22,"brownies",2,9.156,9.87,10.701,0
"1282","R_1lAhlHARjVYuMNc","DisappearingVisual",1,1,22,"hotel",2,9.333,10.867,13.374,0
"1283","R_1lAhlHARjVYuMNc","DisappearingVisual",1,1,22,"shampoo",1,9.403,9.403,11.219,0
"1284","R_1lAhlHARjVYuMNc","DisappearingVisual",1,1,22,"toaster",3,12.818,15.483,18.606,1
"1285","R_1LbsYsgGuTnD45W","DisappearingVisual",1,1,34,"brownies",3,2.305,8.369,10.126,0
"1286","R_1LbsYsgGuTnD45W","DisappearingVisual",1,1,34,"hotel",5,3.399,24.783,26.196,0
"1287","R_1LbsYsgGuTnD45W","DisappearingVisual",1,1,34,"shampoo",1,2.652,2.652,10.648,1
"1288","R_1LbsYsgGuTnD45W","DisappearingVisual",1,1,34,"toaster",1,11.101,11.101,12.61,0
"1289","R_1lcpBS4Rfinv3NM","Auditory",1,1,24,"brownies",1,10.654,10.654,21.558,0
"1290","R_1lcpBS4Rfinv3NM","Auditory",1,1,24,"hotel",1,30.816,30.816,32.852,0
"1291","R_1lcpBS4Rfinv3NM","Auditory",1,1,24,"shampoo",1,15.929,15.929,17.017,0
"1292","R_1lcpBS4Rfinv3NM","Auditory",1,1,24,"toaster",1,40.277,40.277,42.392,0
"1293","R_1Lcxel6dXJ1AvuF","DisappearingVisual",1,2,21,"brownies",2,14.908,21.546,25.46,0
"1294","R_1Lcxel6dXJ1AvuF","DisappearingVisual",1,2,21,"hotel",2,3.775,5.114,36.489,1
"1295","R_1Lcxel6dXJ1AvuF","DisappearingVisual",1,2,21,"shampoo",2,5.955,7.005,20.16,1
"1296","R_1Lcxel6dXJ1AvuF","DisappearingVisual",1,2,21,"toaster",2,2.181,3.433,14.925,1
"1297","R_1lfMVSybcS4aamI","Auditory",1,1,33,"brownies",3,4.476,6.342,7.403,0
"1298","R_1lfMVSybcS4aamI","Auditory",1,1,33,"hotel",2,2.689,3.907,9.47,1
"1299","R_1lfMVSybcS4aamI","Auditory",1,1,33,"shampoo",3,2.541,7.356,8.772,0
"1300","R_1lfMVSybcS4aamI","Auditory",1,1,33,"toaster",4,1.615,4.642,6.57,1
"1301","R_1lfPaYCHcN54ptI","PermanentVisual",0,1,23,"brownies",2,13.271,15.482,16.933,1
"1302","R_1lfPaYCHcN54ptI","PermanentVisual",0,1,23,"hotel",2,6.79,8.306,10.127,0
"1303","R_1lfPaYCHcN54ptI","PermanentVisual",0,1,23,"shampoo",2,11.61,12.274,12.985,0
"1304","R_1lfPaYCHcN54ptI","PermanentVisual",0,1,23,"toaster",3,5.684,7.43,8.709,0
"1305","R_1lgyJ54FmRn5FoY","PermanentVisual",0,1,26,"brownies",1,1.885,1.885,3.345,1
"1306","R_1lgyJ54FmRn5FoY","PermanentVisual",0,1,26,"hotel",3,1.686,4.684,6.649,1
"1307","R_1lgyJ54FmRn5FoY","PermanentVisual",0,1,26,"shampoo",2,2.587,4.456,12.418,1
"1308","R_1lgyJ54FmRn5FoY","PermanentVisual",0,1,26,"toaster",4,4.735,11.044,14.536,1
"1309","R_1LH9uARmrXPyvsN","DisappearingVisual",1,1,46,"brownies",1,3.445,3.445,4.723,1
"1310","R_1LH9uARmrXPyvsN","DisappearingVisual",1,1,46,"hotel",1,1.507,1.507,3.853,1
"1311","R_1LH9uARmrXPyvsN","DisappearingVisual",1,1,46,"shampoo",1,1.656,1.656,2.563,1
"1312","R_1LH9uARmrXPyvsN","DisappearingVisual",1,1,46,"toaster",1,5.176,5.176,7.65,1
"1313","R_1LhVjAKpNtJ1u20","PermanentVisual",0,2,50,"brownies",1,11.788,11.788,13.321,0
"1314","R_1LhVjAKpNtJ1u20","PermanentVisual",0,2,50,"hotel",6,6.417,21.217,22.914,0
"1315","R_1LhVjAKpNtJ1u20","PermanentVisual",0,2,50,"shampoo",1,15.383,15.383,17.445,1
"1316","R_1LhVjAKpNtJ1u20","PermanentVisual",0,2,50,"toaster",10,0.704,21.718,23.648,1
"1317","R_1LInAZ9WQNHi4cK","DisappearingVisual",1,2,57,"brownies",1,7.844,7.844,9.059,0
"1318","R_1LInAZ9WQNHi4cK","DisappearingVisual",1,2,57,"hotel",4,13.398,18.423,20.188,0
"1319","R_1LInAZ9WQNHi4cK","DisappearingVisual",1,2,57,"shampoo",1,11.224,11.224,13.348,1
"1320","R_1LInAZ9WQNHi4cK","DisappearingVisual",1,2,57,"toaster",4,44.882,68.117,69.461,0
"1321","R_1LIu06skLygGWot","DisappearingVisual",1,1,40,"brownies",1,22.058,22.058,23.502,1
"1322","R_1LIu06skLygGWot","DisappearingVisual",1,1,40,"hotel",1,11.376,11.376,13.909,0
"1323","R_1LIu06skLygGWot","DisappearingVisual",1,1,40,"shampoo",1,30.398,30.398,31.435,0
"1324","R_1LIu06skLygGWot","DisappearingVisual",1,1,40,"toaster",1,32.629,32.629,54.698,0
"1325","R_1LjwX7W8RrcKICY","DisappearingVisual",1,1,23,"brownies",1,1.102,1.102,2.351,1
"1326","R_1LjwX7W8RrcKICY","DisappearingVisual",1,1,23,"hotel",2,1.285,1.562,3.14,1
"1327","R_1LjwX7W8RrcKICY","DisappearingVisual",1,1,23,"shampoo",2,1.248,1.867,2.302,1
"1328","R_1LjwX7W8RrcKICY","DisappearingVisual",1,1,23,"toaster",2,2.19,3.225,3.889,1
"1329","R_1LMyY4wYCtw8R6S","Auditory",1,1,55,"brownies",2,21.003,23.089,24.439,1
"1330","R_1LMyY4wYCtw8R6S","Auditory",1,1,55,"hotel",4,21.826,46.013,47.651,1
"1331","R_1LMyY4wYCtw8R6S","Auditory",1,1,55,"shampoo",3,9.121,26.376,28.722,0
"1332","R_1LMyY4wYCtw8R6S","Auditory",1,1,55,"toaster",7,11.021,74.832,76.83,0
"1333","R_1Lnh98uhNt1kB8H","Auditory",1,2,37,"brownies",1,18.577,18.577,20.672,0
"1334","R_1Lnh98uhNt1kB8H","Auditory",1,2,37,"hotel",1,3.975,3.975,18.945,1
"1335","R_1Lnh98uhNt1kB8H","Auditory",1,2,37,"shampoo",1,20.629,20.629,22.184,0
"1336","R_1Lnh98uhNt1kB8H","Auditory",1,2,37,"toaster",1,21.777,21.777,23.374,1
"1337","R_1LNhdJk82ivJ6LL","DisappearingVisual",1,1,34,"brownies",1,2.489,2.489,3.499,1
"1338","R_1LNhdJk82ivJ6LL","DisappearingVisual",1,1,34,"hotel",4,9.048,11.279,12.39,1
"1339","R_1LNhdJk82ivJ6LL","DisappearingVisual",1,1,34,"shampoo",1,1.42,1.42,8.921,1
"1340","R_1LNhdJk82ivJ6LL","DisappearingVisual",1,1,34,"toaster",1,7.799,7.799,11.682,1
"1341","R_1LOwD4FT5nA4Hjz","DisappearingVisual",1,1,33,"brownies",1,3.621,3.621,4.622,0
"1342","R_1LOwD4FT5nA4Hjz","DisappearingVisual",1,1,33,"hotel",2,8.53,9.65,10.931,0
"1343","R_1LOwD4FT5nA4Hjz","DisappearingVisual",1,1,33,"shampoo",1,5.587,5.587,6.69,0
"1344","R_1LOwD4FT5nA4Hjz","DisappearingVisual",1,1,33,"toaster",1,19.605,19.605,20.63,0
"1345","R_1LpXVnP7vbgcDzB","PermanentVisual",0,2,23,"brownies",1,5.689,5.689,9.099,1
"1346","R_1LpXVnP7vbgcDzB","PermanentVisual",0,2,23,"hotel",1,3.299,3.299,7.396,1
"1347","R_1LpXVnP7vbgcDzB","PermanentVisual",0,2,23,"shampoo",1,3.758,3.758,8.925,1
"1348","R_1LpXVnP7vbgcDzB","PermanentVisual",0,2,23,"toaster",1,42.007,42.007,46.236,1
"1349","R_1lrGeSh0SwH7qcV","PermanentVisual",0,2,64,"brownies",1,8.919,8.919,11.62,1
"1350","R_1lrGeSh0SwH7qcV","PermanentVisual",0,2,64,"hotel",4,3.324,10.594,12.063,1
"1351","R_1lrGeSh0SwH7qcV","PermanentVisual",0,2,64,"shampoo",2,5.051,6.555,9.586,1
"1352","R_1lrGeSh0SwH7qcV","PermanentVisual",0,2,64,"toaster",3,4.24,11.497,13.02,1
"1353","R_1lsOs8QBUrQyvYS","Auditory",1,1,30,"brownies",1,5.816,5.816,6.855,0
"1354","R_1lsOs8QBUrQyvYS","Auditory",1,1,30,"hotel",2,5.877,10.473,11.595,0
"1355","R_1lsOs8QBUrQyvYS","Auditory",1,1,30,"shampoo",1,8.976,8.976,11.158,0
"1356","R_1lsOs8QBUrQyvYS","Auditory",1,1,30,"toaster",2,65.499,66.748,68.649,0
"1357","R_1luBR6kAvUcpyxH","DisappearingVisual",1,2,35,"brownies",1,5.727,5.727,7.917,0
"1358","R_1luBR6kAvUcpyxH","DisappearingVisual",1,2,35,"hotel",2,5.641,9.22,10.79,0
"1359","R_1luBR6kAvUcpyxH","DisappearingVisual",1,2,35,"shampoo",1,8.194,8.194,10.8,1
"1360","R_1luBR6kAvUcpyxH","DisappearingVisual",1,2,35,"toaster",4,21.877,31.505,32.782,1
"1361","R_1LvbF1ZFvgNnWDj","PermanentVisual",0,1,59,"brownies",1,11.069,11.069,15.058,0
"1362","R_1LvbF1ZFvgNnWDj","PermanentVisual",0,1,59,"hotel",2,15.305,17.525,18.723,0
"1363","R_1LvbF1ZFvgNnWDj","PermanentVisual",0,1,59,"shampoo",1,8.402,8.402,9.992,0
"1364","R_1LvbF1ZFvgNnWDj","PermanentVisual",0,1,59,"toaster",1,17.893,17.893,20.925,0
"1365","R_1LvRCUPfcFoNoI0","Auditory",1,1,24,"brownies",1,12.334,12.334,13.621,0
"1366","R_1LvRCUPfcFoNoI0","Auditory",1,1,24,"hotel",1,6.913,6.913,10.344,1
"1367","R_1LvRCUPfcFoNoI0","Auditory",1,1,24,"shampoo",1,9.821,9.821,11.239,1
"1368","R_1LvRCUPfcFoNoI0","Auditory",1,1,24,"toaster",1,35.624,35.624,36.939,0
"1369","R_1LvryIUxJs0nXNv","PermanentVisual",0,2,23,"brownies",2,6.734,7.986,9.716,0
"1370","R_1LvryIUxJs0nXNv","PermanentVisual",0,2,23,"hotel",3,5.17,8.812,9.486,1
"1371","R_1LvryIUxJs0nXNv","PermanentVisual",0,2,23,"shampoo",3,1.628,8.899,10.416,0
"1372","R_1LvryIUxJs0nXNv","PermanentVisual",0,2,23,"toaster",2,10.27,12.401,14.329,1
"1373","R_1M3yUXe72hKDi3x","DisappearingVisual",1,1,35,"brownies",1,5.19,5.19,6.532,0
"1374","R_1M3yUXe72hKDi3x","DisappearingVisual",1,1,35,"hotel",4,3.242,17.626,17.874,0
"1375","R_1M3yUXe72hKDi3x","DisappearingVisual",1,1,35,"shampoo",1,4.554,4.554,6.839,0
"1376","R_1M3yUXe72hKDi3x","DisappearingVisual",1,1,35,"toaster",2,2.719,3.575,11.794,0
"1377","R_1mejTaFYIA2prFK","Auditory",1,1,21,"brownies",2,3.284,5.108,6.352,1
"1378","R_1mejTaFYIA2prFK","Auditory",1,1,21,"hotel",1,5.136,5.136,6.588,1
"1379","R_1mejTaFYIA2prFK","Auditory",1,1,21,"shampoo",1,3.069,3.069,3.959,1
"1380","R_1mejTaFYIA2prFK","Auditory",1,1,21,"toaster",2,3.757,5.514,6.965,0
"1381","R_1mENLDFfWHvmhQE","PermanentVisual",0,2,50,"brownies",1,5.74,5.74,7.229,0
"1382","R_1mENLDFfWHvmhQE","PermanentVisual",0,2,50,"hotel",3,8.645,20.803,22.152,1
"1383","R_1mENLDFfWHvmhQE","PermanentVisual",0,2,50,"shampoo",1,12.884,12.884,14.52,0
"1384","R_1mENLDFfWHvmhQE","PermanentVisual",0,2,50,"toaster",3,15.407,20.696,21.952,0
"1385","R_1mhpy0rDhWuxVDC","DisappearingVisual",1,2,44,"brownies",1,3.562,3.562,4.995,1
"1386","R_1mhpy0rDhWuxVDC","DisappearingVisual",1,2,44,"hotel",1,11.507,11.507,14.37,0
"1387","R_1mhpy0rDhWuxVDC","DisappearingVisual",1,2,44,"shampoo",1,12.483,12.483,13.687,0
"1388","R_1mhpy0rDhWuxVDC","DisappearingVisual",1,2,44,"toaster",1,3.934,3.934,5.953,1
"1389","R_1mIWvzmOWMiGncv","DisappearingVisual",1,1,26,"brownies",2,1.302,2.346,3.231,1
"1390","R_1mIWvzmOWMiGncv","DisappearingVisual",1,1,26,"hotel",2,1.705,2.614,3.84,1
"1391","R_1mIWvzmOWMiGncv","DisappearingVisual",1,1,26,"shampoo",2,0.98,2.087,2.386,1
"1392","R_1mIWvzmOWMiGncv","DisappearingVisual",1,1,26,"toaster",3,0.872,4.197,6.536,1
"1393","R_1mjST7u5xqiDJ96","Auditory",1,2,35,"brownies",1,3.024,3.024,4.151,1
"1394","R_1mjST7u5xqiDJ96","Auditory",1,2,35,"hotel",1,6.483,6.483,10.189,0
"1395","R_1mjST7u5xqiDJ96","Auditory",1,2,35,"shampoo",1,8.691,8.691,10.5,0
"1396","R_1mjST7u5xqiDJ96","Auditory",1,2,35,"toaster",1,24.809,24.809,26.817,0
"1397","R_1MK97ZqzUy7BEB8","PermanentVisual",0,1,29,"brownies",1,6.226,6.226,8.047,0
"1398","R_1MK97ZqzUy7BEB8","PermanentVisual",0,1,29,"hotel",1,6.216,6.216,9.391,0
"1399","R_1MK97ZqzUy7BEB8","PermanentVisual",0,1,29,"shampoo",1,8.424,8.424,11.383,0
"1400","R_1MK97ZqzUy7BEB8","PermanentVisual",0,1,29,"toaster",1,5.686,5.686,7.045,0
"1401","R_1mkCIGkzgeBCH8C","PermanentVisual",0,1,29,"brownies",1,9.17,9.17,10.88,1
"1402","R_1mkCIGkzgeBCH8C","PermanentVisual",0,1,29,"hotel",2,14.497,22.912,25.566,0
"1403","R_1mkCIGkzgeBCH8C","PermanentVisual",0,1,29,"shampoo",1,8.238,8.238,21.163,0
"1404","R_1mkCIGkzgeBCH8C","PermanentVisual",0,1,29,"toaster",1,28.858,28.858,32.367,0
"1405","R_1MKF7J6t9f2Axqb","DisappearingVisual",1,1,34,"brownies",1,4.424,4.424,4.949,1
"1406","R_1MKF7J6t9f2Axqb","DisappearingVisual",1,1,34,"hotel",1,2.72,2.72,8.11,1
"1407","R_1MKF7J6t9f2Axqb","DisappearingVisual",1,1,34,"shampoo",5,1.951,5.815,6.788,1
"1408","R_1MKF7J6t9f2Axqb","DisappearingVisual",1,1,34,"toaster",1,4.214,4.214,5.836,1
"1409","R_1MLP29T4QAlPKyj","Auditory",1,2,33,"brownies",1,1.963,1.963,3.581,1
"1410","R_1MLP29T4QAlPKyj","Auditory",1,2,33,"hotel",1,1.946,1.946,3.95,1
"1411","R_1MLP29T4QAlPKyj","Auditory",1,2,33,"shampoo",1,1.707,1.707,2.953,1
"1412","R_1MLP29T4QAlPKyj","Auditory",1,2,33,"toaster",1,1.391,1.391,3.781,1
"1413","R_1mn6C7A9ZEgz7Iu","Auditory",1,1,39,"brownies",1,36.147,36.147,37.636,1
"1414","R_1mn6C7A9ZEgz7Iu","Auditory",1,1,39,"hotel",2,65.571,67.202,69.713,0
"1415","R_1mn6C7A9ZEgz7Iu","Auditory",1,1,39,"shampoo",1,62.321,62.321,64.307,1
"1416","R_1mn6C7A9ZEgz7Iu","Auditory",1,1,39,"toaster",1,61.893,61.893,63.533,1
"1417","R_1mPAWhKDxlQCWRE","Auditory",1,2,23,"brownies",1,3.59,3.59,6.968,1
"1418","R_1mPAWhKDxlQCWRE","Auditory",1,2,23,"hotel",1,15.375,15.375,18.259,1
"1419","R_1mPAWhKDxlQCWRE","Auditory",1,2,23,"shampoo",1,4.283,4.283,8.171,0
"1420","R_1mPAWhKDxlQCWRE","Auditory",1,2,23,"toaster",1,15.93,15.93,18.771,0
"1421","R_1mq06sroIRJ8nlE","PermanentVisual",0,2,37,"brownies",1,13.965,13.965,15.48,0
"1422","R_1mq06sroIRJ8nlE","PermanentVisual",0,2,37,"hotel",1,44.331,44.331,46.041,1
"1423","R_1mq06sroIRJ8nlE","PermanentVisual",0,2,37,"shampoo",1,24.067,24.067,25.793,1
"1424","R_1mq06sroIRJ8nlE","PermanentVisual",0,2,37,"toaster",1,54.44,54.44,57.683,0
"1425","R_1MQ8IeEsOPxBja3","PermanentVisual",0,2,34,"brownies",2,11.66,12.922,16.781,0
"1426","R_1MQ8IeEsOPxBja3","PermanentVisual",0,2,34,"hotel",1,10.606,10.606,12.822,0
"1427","R_1MQ8IeEsOPxBja3","PermanentVisual",0,2,34,"shampoo",1,8.676,8.676,10.578,0
"1428","R_1MQ8IeEsOPxBja3","PermanentVisual",0,2,34,"toaster",2,27.456,29.042,30.665,1
"1429","R_1mr9MEVU0GMS7Q8","PermanentVisual",0,2,43,"brownies",2,3.301,7.343,9.038,0
"1430","R_1mr9MEVU0GMS7Q8","PermanentVisual",0,2,43,"hotel",5,2.957,14.492,15.851,0
"1431","R_1mr9MEVU0GMS7Q8","PermanentVisual",0,2,43,"shampoo",1,6.236,6.236,7.39,0
"1432","R_1mr9MEVU0GMS7Q8","PermanentVisual",0,2,43,"toaster",3,16.801,20.636,22.046,1
"1433","R_1mruaU2bRlIKaNk","PermanentVisual",0,1,35,"brownies",1,7.233,7.233,9.616,0
"1434","R_1mruaU2bRlIKaNk","PermanentVisual",0,1,35,"hotel",1,16.822,16.822,17.876,0
"1435","R_1mruaU2bRlIKaNk","PermanentVisual",0,1,35,"shampoo",1,7.632,7.632,9.752,0
"1436","R_1mruaU2bRlIKaNk","PermanentVisual",0,1,35,"toaster",1,28.832,28.832,31.766,0
"1437","R_1MSwQZC0sUyAJvP","Auditory",1,2,22,"brownies",2,5.274,6.951,7.987,1
"1438","R_1MSwQZC0sUyAJvP","Auditory",1,2,22,"hotel",2,2.027,14.696,24.542,0
"1439","R_1MSwQZC0sUyAJvP","Auditory",1,2,22,"shampoo",2,3.042,4.876,5.974,0
"1440","R_1MSwQZC0sUyAJvP","Auditory",1,2,22,"toaster",2,14.326,15.309,16.663,1
"1441","R_1mtlWYqDu5PVXna","PermanentVisual",0,2,20,"brownies",2,2.536,16.828,19.126,0
"1442","R_1mtlWYqDu5PVXna","PermanentVisual",0,2,20,"hotel",4,1.669,37.966,42.571,0
"1443","R_1mtlWYqDu5PVXna","PermanentVisual",0,2,20,"shampoo",2,4.008,17.454,19.7,0
"1444","R_1mtlWYqDu5PVXna","PermanentVisual",0,2,20,"toaster",3,1.096,61.66,67.822,1
"1445","R_1mVkI1UhhUzV3U8","DisappearingVisual",1,2,32,"brownies",1,3.42,3.42,6.997,1
"1446","R_1mVkI1UhhUzV3U8","DisappearingVisual",1,2,32,"hotel",1,6.667,6.667,8.741,1
"1447","R_1mVkI1UhhUzV3U8","DisappearingVisual",1,2,32,"shampoo",2,16.8,17.393,18.891,1
"1448","R_1mVkI1UhhUzV3U8","DisappearingVisual",1,2,32,"toaster",1,34.723,34.723,37.423,1
"1449","R_1mWooYbn5wMBSjB","DisappearingVisual",1,1,39,"brownies",2,15.842,18.092,18.466,0
"1450","R_1mWooYbn5wMBSjB","DisappearingVisual",1,1,39,"hotel",1,16.271,16.271,18.864,1
"1451","R_1mWooYbn5wMBSjB","DisappearingVisual",1,1,39,"shampoo",1,10.756,10.756,12.36,0
"1452","R_1mWooYbn5wMBSjB","DisappearingVisual",1,1,39,"toaster",1,29.858,29.858,31.484,0
"1453","R_1mXIL2dTG8Tv9ol","Auditory",1,1,37,"brownies",3,3.197,12.861,13.206,0
"1454","R_1mXIL2dTG8Tv9ol","Auditory",1,1,37,"hotel",1,6.589,6.589,8.385,0
"1455","R_1mXIL2dTG8Tv9ol","Auditory",1,1,37,"shampoo",1,2.962,2.962,7.709,0
"1456","R_1mXIL2dTG8Tv9ol","Auditory",1,1,37,"toaster",1,6.092,6.092,7.438,1
"1457","R_1mXjhtjhWHVd7ED","DisappearingVisual",1,2,22,"brownies",1,5.903,5.903,8.076,0
"1458","R_1mXjhtjhWHVd7ED","DisappearingVisual",1,2,22,"hotel",1,11.518,11.518,13.986,0
"1459","R_1mXjhtjhWHVd7ED","DisappearingVisual",1,2,22,"shampoo",1,9.54,9.54,11.64,0
"1460","R_1mXjhtjhWHVd7ED","DisappearingVisual",1,2,22,"toaster",1,31.914,31.914,34.1,0
"1461","R_1mXK8f4D3cRgoWy","Auditory",1,1,34,"brownies",1,7.58,7.58,8.583,1
"1462","R_1mXK8f4D3cRgoWy","Auditory",1,1,34,"hotel",4,1.354,14.388,15.614,0
"1463","R_1mXK8f4D3cRgoWy","Auditory",1,1,34,"shampoo",1,2.098,2.098,11.328,1
"1464","R_1mXK8f4D3cRgoWy","Auditory",1,1,34,"toaster",1,4.887,4.887,7.933,1
"1465","R_1mXkB4imLLq3a4P","DisappearingVisual",1,1,31,"brownies",2,11.093,12.6,34.072,1
"1466","R_1mXkB4imLLq3a4P","DisappearingVisual",1,1,31,"hotel",1,24.487,24.487,25.563,0
"1467","R_1mXkB4imLLq3a4P","DisappearingVisual",1,1,31,"shampoo",1,20.403,20.403,21.107,0
"1468","R_1mXkB4imLLq3a4P","DisappearingVisual",1,1,31,"toaster",1,12.577,12.577,13.792,0
"1469","R_1my0r6vhqsANLJY","PermanentVisual",0,2,24,"brownies",2,9.097,15.017,15.913,1
"1470","R_1my0r6vhqsANLJY","PermanentVisual",0,2,24,"hotel",3,26.271,29.144,30.032,0
"1471","R_1my0r6vhqsANLJY","PermanentVisual",0,2,24,"shampoo",2,4.819,7.676,9.907,1
"1472","R_1my0r6vhqsANLJY","PermanentVisual",0,2,24,"toaster",3,9.436,11.571,12.435,0
"1473","R_1MY5otmvrc7Jli9","Auditory",1,2,37,"brownies",2,3.841,5.286,6.111,0
"1474","R_1MY5otmvrc7Jli9","Auditory",1,2,37,"hotel",3,7.113,20.944,21.614,1
"1475","R_1MY5otmvrc7Jli9","Auditory",1,2,37,"shampoo",2,2.556,5.232,7.235,0
"1476","R_1MY5otmvrc7Jli9","Auditory",1,2,37,"toaster",5,18.143,34.662,35.394,1
"1477","R_1MYrWBhievZ6ssy","DisappearingVisual",1,2,44,"brownies",1,5.618,5.618,6.906,1
"1478","R_1MYrWBhievZ6ssy","DisappearingVisual",1,2,44,"hotel",3,2.942,5.013,6.811,1
"1479","R_1MYrWBhievZ6ssy","DisappearingVisual",1,2,44,"shampoo",1,1.675,1.675,3.165,1
"1480","R_1MYrWBhievZ6ssy","DisappearingVisual",1,2,44,"toaster",1,10.373,10.373,13.247,0
"1481","R_1n0fqWJA7NE8Z2x","PermanentVisual",0,1,25,"brownies",1,1.734,1.734,2.558,1
"1482","R_1n0fqWJA7NE8Z2x","PermanentVisual",0,1,25,"hotel",2,1.805,2.989,3.684,1
"1483","R_1n0fqWJA7NE8Z2x","PermanentVisual",0,1,25,"shampoo",2,1.461,2.565,3.724,1
"1484","R_1n0fqWJA7NE8Z2x","PermanentVisual",0,1,25,"toaster",1,2.2,2.2,3.136,1
"1485","R_1N2NtjFgPDn0tN0","Auditory",1,2,21,"brownies",1,2.367,2.367,3.965,1
"1486","R_1N2NtjFgPDn0tN0","Auditory",1,2,21,"hotel",1,3.086,3.086,10.437,1
"1487","R_1N2NtjFgPDn0tN0","Auditory",1,2,21,"shampoo",2,3.667,4.123,6.802,1
"1488","R_1N2NtjFgPDn0tN0","Auditory",1,2,21,"toaster",1,5.465,5.465,7.727,1
"1489","R_1N30TWezXrkidhQ","Auditory",1,1,47,"brownies",1,13.375,13.375,16.779,0
"1490","R_1N30TWezXrkidhQ","Auditory",1,1,47,"hotel",2,11.146,12.167,13.031,1
