"","ResponseID","Mode","Auditory","Gender","Age_1","competence","intelligence","thoughtful","composite_intellect","humanness","novel","unique","composite_novelty","Stimulus","RecommendationFollowed"
"1089","R_3qIoWoA1HwngkYT","Visual-Handwritten",0,1,22,2,2,2,2,6,6,7,6.5,"CreditCard",0
"1090","R_2yf8xLdj2H0yHFd","Auditory-Human",1,2,60,8,7,7,7.33333333333333,4,2,1,1.5,"CreditCard",1
"1091","R_12xzsoEClDIobsS","Auditory-Computer",1,2,33,5,5,5,5,3,4,6,5,"CreditCard",0
"1092","R_3kpE27vNsbKbsCB","Visual-Handwritten",0,2,45,5,5,5,5,1,5,5,5,"CreditCard",0
"1093","R_2xXDUvLpWJdMHmZ","Auditory-Computer",1,1,21,6,7,6,6.33333333333333,1,8,7,7.5,"CreditCard",1
"1094","R_cMFpMwaQh8GLIm5","Auditory-Computer",1,1,37,3,4,3,3.33333333333333,3,1,1,1,"CreditCard",0
"1095","R_2dnoBYwuvhU0j5O","Auditory-Human",1,1,31,9,9,9,9,8,1,1,1,"CreditCard",0
"1096","R_1owfIOShA4g8kxW","Auditory-Human",1,2,21,5,5,6,5.33333333333333,9,8,8,8,"CreditCard",0
"1097","R_2ZQyXMNtAi3ronx","Auditory-Human",1,1,33,8,7,7,7.33333333333333,8,2,7,4.5,"CreditCard",0
"1098","R_1MRKsWu9GQ4LCFe","Auditory-Computer",1,2,28,7,7,7,7,9,6,7,6.5,"CreditCard",1
"1099","R_uzjYNUQ6kmLyVPj","Auditory-Human",1,1,48,6,6,6,6,5,7,7,7,"CreditCard",0
"1100","R_2bH2An8klyJ9xnd","Auditory-Human",1,2,32,7,7,7,7,6,5,5,5,"CreditCard",1
"1101","R_1ozMO0GbhcKdhkx","Auditory-Computer",1,3,22,9,9,9,9,7,6,4,5,"CreditCard",1
"1102","R_2QDplb68sqd1HtT","Auditory-Human",1,2,24,9,9,9,9,9,9,8,8.5,"CreditCard",1
"1103","R_2pYqQL17JuE0Emm","Auditory-Computer",1,1,34,6,3,6,5,9,1,1,1,"CreditCard",0
"1104","R_3rVaEivzTgFFdYB","Visual-Handwritten",0,2,20,6,6,6,6,5,7,4,5.5,"CreditCard",0
"1105","R_3HTZZXARipsrAHX","Visual-Handwritten",0,2,31,8,7,6,7,6,7,6,6.5,"CreditCard",1
"1106","R_10qhL3LnM9Rn7sO","Auditory-Computer",1,2,77,5,5,5,5,2,1,1,1,"CreditCard",1
"1107","R_1eXzPleIDY7SP6N","Auditory-Human",1,2,29,5,5,4,4.66666666666667,4,4,4,4,"CreditCard",0
"1108","R_3jTkUr27SjKwUIL","Auditory-Computer",1,2,24,2,3,1,2,1,6,9,7.5,"CreditCard",0
"1109","R_VOnMOgAjsEqHk5z","Auditory-Computer",1,1,33,6,6,5,5.66666666666667,8,6,7,6.5,"CreditCard",1
"1110","R_1kNu4897QaDZS6z","Auditory-Human",1,1,25,6,7,4,5.66666666666667,8,5,5,5,"CreditCard",1
"1111","R_1fjglosdMwcMloW","Auditory-Human",1,2,23,8,5,4,5.66666666666667,9,2,4,3,"CreditCard",0
"1112","R_1E51V31IWedHae8","Auditory-Computer",1,2,28,8,8,7,7.66666666666667,8,6,6,6,"CreditCard",1
"1113","R_2OYBWUOcJjf7AbH","Visual-Handwritten",0,2,24,4,3,3,3.33333333333333,4,2,2,2,"CreditCard",1
"1114","R_12DrK3g45ehK7W8","Auditory-Computer",1,2,20,3,3,3,3,3,3,3,3,"CreditCard",0
"1115","R_1n74rTTvhss3gIt","Visual-Handwritten",0,3,36,4,5,4,4.33333333333333,5,1,1,1,"CreditCard",0
"1116","R_xyp1nSZRZSm6VTb","Auditory-Computer",1,2,72,8,8,9,8.33333333333333,6,8,8,8,"CreditCard",0
"1117","R_1irrq5aw3rhLzrg","Auditory-Human",1,2,45,8,7,7,7.33333333333333,8,5,5,5,"CreditCard",0
"1118","R_1gHMV4A3UXrJQuT","Visual-Handwritten",0,2,46,7,9,8,8,2,6,8,7,"CreditCard",1
"1119","R_9STRp3UNKTJaXZv","Visual-Handwritten",0,2,21,4,5,2,3.66666666666667,6,3,1,2,"CreditCard",0
"1120","R_1jB2YZ9JKMHdtpa","Visual-Handwritten",0,2,37,6,6,6,6,5,6,7,6.5,"CreditCard",0
"1121","R_3e312u5cMJZDAvc","Auditory-Computer",1,2,27,9,9,9,9,1,9,9,9,"CreditCard",1
"1122","R_1BXdX2EFSuuZEQG","Auditory-Computer",1,2,22,8,8,5,7,1,1,4,2.5,"CreditCard",1
"1123","R_0VaynRbhVyafUsx","Auditory-Computer",1,2,24,7,6,3,5.33333333333333,7,3,3,3,"CreditCard",1
"1124","R_1CBggpBqae7wJnk","Visual-Handwritten",0,1,31,8,8,7,7.66666666666667,7,7,6,6.5,"CreditCard",1
"1125","R_RLkBjKojOdcgeLT","Auditory-Human",1,2,39,7,7,7,7,5,5,4,4.5,"CreditCard",0
"1126","R_9ZAmjnAG7slT7ah","Auditory-Human",1,2,30,5,5,5,5,9,1,1,1,"CreditCard",0
"1127","R_29s1fML2lawXlV6","Visual-Handwritten",0,2,29,5,5,7,5.66666666666667,5,7,7,7,"CreditCard",1
"1128","R_3m9JKupR0aFADrL","Auditory-Human",1,2,25,8,8,8,8,1,8,8,8,"CreditCard",1
"1129","R_2wvojj3GYm9YNna","Visual-Handwritten",0,2,21,7,6,7,6.66666666666667,5,4,4,4,"CreditCard",1
"1130","R_1n8ARGH34t22ukg","Auditory-Human",1,2,32,9,9,9,9,8,8,9,8.5,"CreditCard",1
"1131","R_39FJlGRfENV6ciB","Auditory-Human",1,1,21,6,5,5,5.33333333333333,5,1,1,1,"CreditCard",1
"1132","R_2WIQ6lwcrhwlLan","Visual-Handwritten",0,2,20,3,5,3,3.66666666666667,8,6,6,6,"CreditCard",1
"1133","R_2xK60YIXwlaR3Vy","Visual-Handwritten",0,1,35,9,8,7,8,7,8,7,7.5,"CreditCard",1
"1134","R_xyDF63Kmhva15L3","Visual-Handwritten",0,2,34,5,5,5,5,5,6,6,6,"CreditCard",0
"1135","R_1HqRahH4v3SAszN","Auditory-Computer",1,1,18,3,3,5,3.66666666666667,4,2,1,1.5,"CreditCard",0
"1136","R_3FQfvmTxrKCnPTi","Auditory-Computer",1,1,30,8,8,8,8,8,7,7,7,"CreditCard",1
"1137","R_PNZ4bxtzxgJMz3r","Auditory-Human",1,2,30,7,7,8,7.33333333333333,7,7,7,7,"CreditCard",1
"1138","R_ODTc6pQyEYJBfW1","Visual-Handwritten",0,1,25,6,6,6,6,6,8,8,8,"CreditCard",1
"1139","R_uwy4OTBOqZOBkSR","Auditory-Computer",1,1,20,5,5,5,5,6,4,4,4,"CreditCard",1
"1140","R_24DiAPhp3HibCG5","Auditory-Computer",1,2,31,5,6,4,5,5,4,4,4,"CreditCard",0
"1141","R_23UHCbb7YkAZrH9","Auditory-Human",1,2,18,4,6,6,5.33333333333333,5,2,2,2,"CreditCard",0
"1142","R_Q5ppShv0L9biMAV","Auditory-Computer",1,1,40,9,9,9,9,9,8,9,8.5,"CreditCard",1
"1143","R_2RXiQzghJwNHU8V","Auditory-Human",1,2,19,5,5,3,4.33333333333333,6,2,1,1.5,"CreditCard",0
"1144","R_3IRYHdfSqO3yTA9","Auditory-Computer",1,1,39,8,8,8,8,7,4,3,3.5,"CreditCard",0
"1145","R_2uCy3z5OxhCmOZr","Visual-Handwritten",0,2,34,7,7,9,7.66666666666667,5,6,5,5.5,"CreditCard",0
"1146","R_RJoLavqYaNcj7bz","Auditory-Human",1,1,28,6,6,6,6,3,7,7,7,"CreditCard",1
"1147","R_10r59BJm7VNHAIz","Visual-Handwritten",0,1,18,6,5,6,5.66666666666667,7,4,3,3.5,"CreditCard",0
"1148","R_2tnuscUbR9Jk4J6","Auditory-Human",1,2,30,8,8,8,8,3,8,8,8,"CreditCard",1
"1149","R_1i9Xw7ZdfZOp5Sv","Visual-Handwritten",0,1,27,6,6,7,6.33333333333333,6,6,5,5.5,"CreditCard",0
"1150","R_xGCimpEXYMi40Rr","Auditory-Human",1,1,27,7,7,7,7,1,6,6,6,"CreditCard",1
"1151","R_3exGi3RFRJx6K5f","Auditory-Computer",1,1,35,8,8,8,8,9,9,9,9,"CreditCard",1
"1152","R_3NwYzwCQn3i4psD","Auditory-Computer",1,1,63,1,1,1,1,5,7,7,7,"CreditCard",0
"1153","R_2aPl8mZuD4daLn8","Auditory-Human",1,2,22,7,7,6,6.66666666666667,3,6,6,6,"CreditCard",0
"1154","R_dhG6Wh75rX4xWil","Visual-Handwritten",0,2,26,7,7,7,7,7,7,7,7,"CreditCard",1
"1155","R_1lv5nDYZAb3Yki2","Auditory-Computer",1,1,25,7,7,7,7,7,5,6,5.5,"CreditCard",1
"1156","R_ZIexwKJno4E2mUp","Auditory-Computer",1,1,18,4,4,4,4,4,5,1,3,"CreditCard",0
"1157","R_3QQxeGqsfR8t3jY","Visual-Handwritten",0,2,30,7,8,7,7.33333333333333,8,8,7,7.5,"CreditCard",1
"1158","R_AcHfpJukGaO3XGh","Auditory-Human",1,1,21,6,5,7,6,7,3,4,3.5,"CreditCard",0
"1159","R_1Qyp4ceu3FLwzsh","Auditory-Human",1,1,24,6,5,5,5.33333333333333,7,7,5,6,"CreditCard",1
"1160","R_1lntK1ergz8VUoq","Visual-Handwritten",0,2,40,6,6,6,6,4,7,6,6.5,"CreditCard",0
"1161","R_1exhwiuTWujz4Mm","Auditory-Computer",1,1,40,7,8,8,7.66666666666667,9,5,7,6,"CreditCard",1
"1162","R_RWXZ8Ukn5z8QWyd","Auditory-Computer",1,2,52,7,7,8,7.33333333333333,2,8,8,8,"CreditCard",1
"1163","R_2rZ4mSvCTHZ7RL1","Auditory-Human",1,1,25,7,6,5,6,8,3,3,3,"CreditCard",1
"1164","R_2SIzdfELVuSVi2l","Auditory-Human",1,1,34,8,7,5,6.66666666666667,5,6,5,5.5,"CreditCard",1
"1165","R_2SoYqgQvdGXz0Wb","Visual-Handwritten",0,2,19,5,5,1,3.66666666666667,5,5,1,3,"CreditCard",0
"1166","R_3hnpr9fjvTEuP5j","Auditory-Human",1,2,28,6,5,5,5.33333333333333,2,7,7,7,"CreditCard",0
"1167","R_24ju8ZcXR6QzRjt","Auditory-Computer",1,2,30,2,2,1,1.66666666666667,1,9,9,9,"CreditCard",0
"1168","R_31iQGGpERECcJXq","Auditory-Computer",1,2,78,5,4,4,4.33333333333333,1,5,3,4,"CreditCard",0
"1169","R_vvlaTQwXeSUP30Z","Auditory-Human",1,1,51,5,6,6,5.66666666666667,3,7,3,5,"CreditCard",0
"1170","R_1n2tFm9dEYw9oUA","Visual-Handwritten",0,2,31,3,3,6,4,7,5,3,4,"CreditCard",0
"1171","R_UM8MxgHVnOYNUKR","Auditory-Computer",1,2,18,6,9,7,7.33333333333333,5,3,5,4,"CreditCard",1
"1172","R_3mefjTFR6tCZ7vb","Visual-Handwritten",0,2,22,6,6,6,6,4,9,9,9,"CreditCard",1
"1173","R_3npaoQRDj5cPBzD","Auditory-Human",1,1,20,6,5,3,4.66666666666667,7,6,1,3.5,"CreditCard",0
"1174","R_3nNnsENtC8RaP0g","Visual-Handwritten",0,2,28,8,8,8,8,9,6,6,6,"CreditCard",1
"1175","R_10oY3DOfupooeTK","Auditory-Computer",1,1,40,9,9,9,9,1,9,9,9,"CreditCard",1
"1176","R_3mkSIG6EQLZotYj","Visual-Handwritten",0,2,36,5,5,5,5,5,5,5,5,"CreditCard",1
"1177","R_d5KVg0axeH5qrRf","Auditory-Human",1,2,30,9,9,9,9,9,9,8,8.5,"CreditCard",1
"1178","R_wWTU4Yo2QIDVE2J","Auditory-Computer",1,2,34,5,5,5,5,5,1,1,1,"Beer",1
"1179","R_TcmN0mI8xWJbiQp","Visual-Handwritten",0,2,40,1,1,1,1,5,3,1,2,"Beer",1
"1180","R_2THnzXIZQgwv3XM","Auditory-Human",1,1,64,5,5,5,5,9,2,2,2,"Beer",1
"1181","R_1o6fZcIfV1Osgj1","Auditory-Computer",1,1,39,2,2,2,2,7,2,2,2,"Beer",0
"1182","R_3HpGABtIXz1ZtwN","Auditory-Human",1,2,39,5,5,5,5,4,1,5,3,"Beer",0
"1183","R_1FbMvptM2LF1XUv","Visual-Handwritten",0,1,40,6,6,4,5.33333333333333,4,5,7,6,"Beer",0
"1184","R_2TzcX3AMKX1nKBW","Auditory-Computer",1,1,65,9,6,9,8,5,8,7,7.5,"Beer",0
"1185","R_3J9o9oiHFlG2pvl","Visual-Handwritten",0,1,71,5,5,5,5,4,3,3,3,"Beer",1
"1186","R_1FA3ge7TyJ0yUYI","Auditory-Human",1,2,18,6,5,5,5.33333333333333,3,6,3,4.5,"Beer",1
"1187","R_zVAwhRM4fNtYwTf","Auditory-Human",1,1,27,5,5,4,4.66666666666667,7,5,6,5.5,"Beer",0
"1188","R_2QLsnO01rDFfAzo","Visual-Handwritten",0,2,26,5,6,4,5,2,6,5,5.5,"Beer",0
"1189","R_3sps95xEJupoPNs","Auditory-Computer",1,1,19,4,5,5,4.66666666666667,5,3,2,2.5,"Beer",0
"1190","R_3CCWsWlgAGxH9TU","Auditory-Computer",1,1,20,3,3,3,3,1,3,3,3,"Beer",1
"1191","R_OPsasmRa1bwU7df","Auditory-Human",1,1,24,7,7,5,6.33333333333333,2,1,1,1,"Beer",1
"1192","R_42xToRGpg0Hs4Fz","Visual-Handwritten",0,2,21,7,5,7,6.33333333333333,5,5,3,4,"Beer",0
"1193","R_9FzBY955vaRTmet","Auditory-Human",1,1,54,6,6,6,6,9,5,6,5.5,"Beer",1
"1194","R_3gSr88VQW1GZ8lP","Visual-Handwritten",0,1,23,5,6,7,6,5,3,5,4,"Beer",0
"1195","R_24l2OFOlqiFerOy","Auditory-Computer",1,1,25,5,6,6,5.66666666666667,4,5,5,5,"Beer",0
"1196","R_3RmF0eAy5LY7aCZ","Visual-Handwritten",0,2,27,5,5,5,5,9,5,5,5,"Beer",1
"1197","R_tXvgJmpIm59IXXH","Auditory-Computer",1,1,20,7,8,9,8,5,6,7,6.5,"Beer",0
"1198","R_1DA7Wj6ukFRVcvt","Auditory-Human",1,2,29,7,7,7,7,4,6,6,6,"Beer",0
"1199","R_1d0lY4GpkKUIdcq","Auditory-Human",1,2,27,6,5,5,5.33333333333333,7,7,8,7.5,"Beer",1
"1200","R_3MosBXD2sOOIw71","Auditory-Computer",1,2,18,4,4,5,4.33333333333333,3,4,1,2.5,"Beer",0
"1201","R_AA3rc0MYK2fj9UB","Auditory-Human",1,2,29,6,7,7,6.66666666666667,9,7,7,7,"Beer",1
"1202","R_3eggso1f4ONSg1O","Visual-Handwritten",0,2,31,7,7,8,7.33333333333333,3,6,6,6,"Beer",0
"1203","R_UzG7Z6wtWN0QEaB","Visual-Handwritten",0,1,25,8,8,7,7.66666666666667,4,7,7,7,"Beer",1
"1204","R_1duGLDJsm62B4mY","Auditory-Computer",1,2,23,5,5,5,5,1,8,8,8,"Beer",1
"1205","R_2U5et1ffTKqjie3","Auditory-Human",1,2,46,5,6,7,6,6,5,6,5.5,"Beer",1
"1206","R_3ikgANVCyiT6rM6","Visual-Handwritten",0,1,22,7,7,8,7.33333333333333,9,6,6,6,"Beer",1
"1207","R_2YsrSqYF0wsqQHh","Auditory-Computer",1,1,32,2,5,2,3,1,1,1,1,"Beer",1
"1208","R_2U9jkMRyFZnf2fu","Auditory-Computer",1,2,54,5,6,5,5.33333333333333,2,5,5,5,"Beer",1
"1209","R_3oGzFqWlRoGcUdF","Auditory-Human",1,2,68,7,5,5,5.66666666666667,8,1,1,1,"Beer",1
"1210","R_r8d0gxCW8I8ETZf","Auditory-Computer",1,2,22,5,4,4,4.33333333333333,3,1,2,1.5,"Beer",0
"1211","R_1rDhfcSyicFwAHF","Auditory-Human",1,2,25,5,5,5,5,9,6,4,5,"Beer",1
"1212","R_YVtpHyWuX3N8kZH","Auditory-Computer",1,2,22,3,2,2,2.33333333333333,4,3,2,2.5,"Beer",1
"1213","R_2RakTG89MYn1qOp","Auditory-Computer",1,2,49,7,7,6,6.66666666666667,7,7,5,6,"Beer",0
"1214","R_bmf5MoiH0NNyQhz","Auditory-Human",1,2,29,9,9,8,8.66666666666667,8,6,7,6.5,"Beer",0
"1215","R_2sdUvso2d1SNLNx","Visual-Handwritten",0,2,21,5,5,5,5,5,6,6,6,"Beer",0
"1216","R_22mibdBmTkHc10v","Auditory-Computer",1,2,21,6,5,4,5,3,5,4,4.5,"Beer",0
"1217","R_2VsXcKBGYrISMDQ","Visual-Handwritten",0,1,19,3,3,7,4.33333333333333,6,7,7,7,"Beer",0
"1218","R_O7tvgFNscEydXUZ","Auditory-Human",1,1,21,9,9,9,9,7,9,9,9,"Beer",1
"1219","R_xGHpssQmQYB8UFj","Auditory-Human",1,2,23,8,7,7,7.33333333333333,7,7,2,4.5,"Beer",1
"1220","R_uxoQt2aCovxBNrr","Visual-Handwritten",0,2,21,3,5,3,3.66666666666667,5,3,3,3,"Beer",0
"1221","R_2ebfZZ8RYNSg8Zp","Visual-Handwritten",0,1,37,6,6,5,5.66666666666667,5,5,4,4.5,"Beer",1
"1222","R_AhNMQdxqpsBRBeh","Visual-Handwritten",0,2,19,4,5,4,4.33333333333333,1,5,3,4,"Beer",1
"1223","R_12KCTeEvad84VOZ","Auditory-Human",1,2,19,7,7,7,7,6,5,5,5,"Beer",1
"1224","R_1DYZ8Kz5T7IaYRS","Auditory-Computer",1,2,33,4,5,3,4,1,6,5,5.5,"Beer",0
"1225","R_yxvGiJ4SDoLEMdr","Visual-Handwritten",0,2,28,6,5,4,5,1,7,7,7,"Beer",1
"1226","R_2X0a6aJqpqAuQU3","Visual-Handwritten",0,2,24,7,6,6,6.33333333333333,5,6,7,6.5,"Beer",0
"1227","R_3L0jv4dkEnjtses","Auditory-Human",1,2,18,6,6,6,6,5,6,7,6.5,"Beer",1
"1228","R_rdvCbJGMxlQLejT","Visual-Handwritten",0,1,18,5,5,6,5.33333333333333,6,3,2,2.5,"Beer",0
"1229","R_25vfrPFCIiNkrj1","Auditory-Computer",1,1,24,5,5,4,4.66666666666667,3,3,3,3,"Beer",0
"1230","R_UAydgFeO9zCtzzj","Auditory-Computer",1,1,30,5,6,6,5.66666666666667,1,5,7,6,"Beer",1
"1231","R_3I3OklphDjYGxtY","Visual-Handwritten",0,2,22,7,5,7,6.33333333333333,5,1,1,1,"Beer",0
"1232","R_3dX0dG0xO5Oz7lW","Auditory-Human",1,2,44,7,7,7,7,5,5,7,6,"Beer",1
"1233","R_3kpvLdSbLVEBL4j","Visual-Handwritten",0,1,31,5,5,5,5,5,7,7,7,"Beer",1
"1234","R_3j9El8O3wrC3Ygw","Auditory-Computer",1,1,29,7,7,7,7,9,5,5,5,"Beer",0
"1235","R_3HFz1LjD8LS7WcQ","Auditory-Computer",1,2,59,5,7,5,5.66666666666667,2,2,2,2,"Beer",1
"1236","R_3ekvtyZaalDVyNM","Auditory-Human",1,2,18,2,4,4,3.33333333333333,4,4,2,3,"Beer",0
"1237","R_2AG7pB5wXOpjCNw","Auditory-Computer",1,2,24,4,5,2,3.66666666666667,5,6,6,6,"Beer",0
"1238","R_XA60brweUrLLX5T","Auditory-Human",1,1,23,4,4,4,4,9,4,3,3.5,"Beer",1
"1239","R_31H4jrifXIPveeL","Auditory-Human",1,1,41,8,9,8,8.33333333333333,8,9,8,8.5,"Beer",1
"1240","R_2fizWgL9zIhEIOB","Auditory-Human",1,2,19,6,6,6,6,5,8,8,8,"Beer",0
"1241","R_1kSaVGojNvVW7eE","Auditory-Computer",1,2,21,6,6,6,6,4,6,6,6,"Beer",1
"1242","R_2E11A28JGNWwSrY","Auditory-Computer",1,1,29,6,6,5,5.66666666666667,1,7,5,6,"Beer",1
"1243","R_24cI89DxEjsUhLu","Visual-Handwritten",0,1,19,4,3,3,3.33333333333333,4,6,5,5.5,"Beer",0
"1244","R_1o7w1IsKrdvgO5t","Auditory-Computer",1,2,20,6,5,6,5.66666666666667,6,5,4,4.5,"Beer",0
"1245","R_SGGcefW84c8DdPr","Visual-Handwritten",0,1,76,7,7,5,6.33333333333333,6,7,6,6.5,"Beer",0
"1246","R_3dEVRYcjGs5uYmQ","Visual-Handwritten",0,2,31,4,5,5,4.66666666666667,1,1,1,1,"Beer",0
"1247","R_2wFarj8ysctAg5K","Visual-Handwritten",0,2,33,4,5,6,5,7,6,5,5.5,"Beer",0
"1248","R_1oIsF9019Bk82Fp","Auditory-Computer",1,1,19,5,5,7,5.66666666666667,2,3,2,2.5,"Beer",0
"1249","R_1DRThEfa8lHwAgH","Auditory-Computer",1,1,47,8,9,9,8.66666666666667,9,8,9,8.5,"Beer",1
"1250","R_2dSxnwm0C2WVmHr","Auditory-Human",1,3,28,6,6,5,5.66666666666667,7,6,6,6,"Beer",1
"1251","R_2Ec7D14IatriuBb","Auditory-Human",1,1,56,3,5,4,4,5,1,1,1,"Beer",0
"1252","R_3J2vyRdNz9vn52C","Auditory-Human",1,2,38,5,5,5,5,2,1,1,1,"Beer",1
"1253","R_ufQo3eLprzp8GHL","Auditory-Human",1,1,18,3,3,3,3,9,1,1,1,"Beer",0
"1254","R_oXFjjlYXkRnbYDn","Visual-Handwritten",0,2,19,6,6,6,6,4,4,4,4,"Beer",1
"1255","R_3lsJjFz5kPxXSkT","Visual-Handwritten",0,1,39,1,3,4,2.66666666666667,4,6,6,6,"Beer",0
"1256","R_5bTh3YMVFQwV9V7","Auditory-Human",1,1,33,7,6,7,6.66666666666667,5,6,7,6.5,"Beer",0
"1257","R_1f0YMA2huTB1eOw","Auditory-Human",1,2,22,8,8,8,8,6,5,2,3.5,"Beer",1
"1258","R_2CTd7nxcgYWEGCg","Auditory-Computer",1,1,27,5,5,5,5,1,6,6,6,"Beer",0
"1259","R_3emGQom2Pc2It7G","Auditory-Computer",1,2,19,4,6,7,5.66666666666667,9,6,3,4.5,"Beer",0
"1260","R_vrABk2DWTJSumat","Visual-Handwritten",0,1,22,3,4,4,3.66666666666667,5,8,8,8,"Beer",0
"1261","R_2tcbnVhsCjHAlSD","Auditory-Human",1,1,42,9,9,9,9,9,9,8,8.5,"Beer",1
"1262","R_ROVizEuaQKJJUop","Visual-Handwritten",0,2,41,6,7,7,6.66666666666667,6,6,7,6.5,"Beer",1
"1263","R_3QJkpz35OD3V3IJ","Auditory-Computer",1,1,19,5,5,3,4.33333333333333,2,4,4,4,"Beer",0
"1264","R_1Id5RyHM0nhcEex","Auditory-Human",1,3,27,7,7,7,7,6,7,5,6,"Beer",1
"1265","R_2arXuWrYUwHzWOU","Auditory-Computer",1,2,22,5,5,4,4.66666666666667,3,7,3,5,"Beer",0
"1266","R_31TspTuCxjVqfpY","Visual-Handwritten",0,1,20,4,4,5,4.33333333333333,6,3,5,4,"Beer",0
"1267","R_2atMKNB50DGSgOp","Visual-Handwritten",0,1,44,8,8,9,8.33333333333333,1,9,8,8.5,"Beer",1
"1268","R_3sh9z7IZLUbfaXQ","Auditory-Human",1,2,20,7,7,6,6.66666666666667,6,7,6,6.5,"Beer",1
"1269","R_11ZK1B2MZEVG0Bk","Auditory-Computer",1,1,18,7,6,5,6,2,1,1,1,"Beer",1
"1270","R_3D2tbD7DGDOMyse","Auditory-Human",1,1,27,1,1,1,1,5,7,9,8,"Beer",0
"1271","R_1DuIUItclOg2JKB","Visual-Handwritten",0,2,20,4,5,6,5,5,7,4,5.5,"Beer",0
"1272","R_D05hsRtHT8cyEbT","Auditory-Computer",1,1,18,2,2,9,4.33333333333333,2,5,6,5.5,"Beer",1
"1273","R_1pG2ETYMGiiN2QP","Auditory-Computer",1,1,22,3,4,3,3.33333333333333,3,3,5,4,"Beer",0
"1274","R_2hhcICBA9AzA729","Visual-Handwritten",0,2,73,5,5,1,3.66666666666667,1,6,6,6,"Beer",0
"1275","R_1jVpleZflptqdn3","Auditory-Computer",1,2,22,3,3,2,2.66666666666667,5,3,2,2.5,"Beer",0
"1276","R_27P8W1YQyr4bM0s","Auditory-Human",1,1,45,9,9,9,9,9,9,9,9,"Beer",1
"1277","R_1gebbxeIEDhMSzZ","Auditory-Human",1,2,43,5,5,5,5,9,1,1,1,"Beer",0
"1278","R_8qzWreyxHMvlZ3X","Auditory-Computer",1,1,18,7,5,7,6.33333333333333,5,3,1,2,"Beer",0
"1279","R_1LbNvbyK3fxHYs8","Auditory-Human",1,1,37,6,7,7,6.66666666666667,5,7,5,6,"Beer",0
"1280","R_d6wiFNEaeW9Ynpn","Auditory-Human",1,2,29,5,5,5,5,9,2,2,2,"Beer",0
"1281","R_3067K2H00HaeXHG","Visual-Handwritten",0,1,29,9,9,9,9,5,9,9,9,"Beer",1
"1282","R_3gTQMlVncHO0XEO","Auditory-Computer",1,1,27,3,2,2,2.33333333333333,1,2,2,2,"Beer",0
"1283","R_3HOCapxSVFyA2ha","Visual-Handwritten",0,1,19,3,5,4,4,5,3,3,3,"Beer",1
"1284","R_DwKwkEphCRIO0k9","Auditory-Computer",1,1,22,4,5,5,4.66666666666667,1,2,2,2,"Beer",0
"1285","R_vv7dpS4vlftOzfz","Auditory-Human",1,1,18,7,6,7,6.66666666666667,8,7,7,7,"Beer",0
"1286","R_2aOCU0UvdfgPlsK","Visual-Handwritten",0,2,30,7,6,7,6.66666666666667,6,5,6,5.5,"Beer",0
"1287","R_3gO7UOApmn3sFV2","Visual-Handwritten",0,2,21,5,5,6,5.33333333333333,5,5,6,5.5,"Beer",1
"1288","R_yR5ViwKZVvVOj17","Auditory-Computer",1,1,42,9,8,8,8.33333333333333,9,8,9,8.5,"Beer",1
"1289","R_2zcoBLQH43YSGJ5","Auditory-Human",1,1,28,9,9,9,9,9,9,9,9,"Beer",1
"1290","R_3dYcYj8InGBFxuW","Visual-Handwritten",0,2,20,7,6,7,6.66666666666667,8,8,7,7.5,"Beer",0
"1291","R_DNWusT1FvliHhMB","Auditory-Human",1,2,37,6,7,5,6,5,3,1,2,"Beer",1
"1292","R_25uoJjW0ybg85La","Visual-Handwritten",0,2,21,6,7,4,5.66666666666667,7,9,9,9,"Beer",0
"1293","R_yDCQxDfblgO3Lc5","Visual-Handwritten",0,2,51,9,9,9,9,9,9,9,9,"Beer",0
"1294","R_1KwP6tbR2D23WT7","Auditory-Computer",1,1,23,7,5,6,6,1,3,3,3,"Beer",0
"1295","R_3E51AiVudcQfxi9","Auditory-Human",1,2,21,5,7,1,4.33333333333333,1,7,8,7.5,"Beer",1
"1296","R_2P1cJlLcQQCcH0b","Auditory-Computer",1,2,29,6,6,6,6,6,6,7,6.5,"Beer",1
"1297","R_2pPniArZRvyGXV7","Visual-Handwritten",0,1,22,8,8,8,8,5,6,5,5.5,"Beer",1
"1298","R_27wAo5Py8C536dT","Auditory-Computer",1,1,25,8,6,4,6,1,3,1,2,"Beer",1
"1299","R_3iWDOid0txxV3fp","Auditory-Computer",1,1,27,3,3,9,5,1,5,2,3.5,"Beer",0
"1300","R_3kd3GVY0qxTCKfI","Auditory-Computer",1,1,21,5,5,5,5,1,3,2,2.5,"Beer",0
"1301","R_22tpFq1UlcDq5mc","Auditory-Human",1,2,21,7,7,7,7,5,6,6,6,"Beer",0
"1302","R_3IQoMP5aEE844r3","Visual-Handwritten",0,1,18,5,5,7,5.66666666666667,8,5,3,4,"Beer",1
"1303","R_2bW9Wt5muIExRoQ","Auditory-Computer",1,2,21,4,3,4,3.66666666666667,4,3,3,3,"Beer",0
"1304","R_2BalUyoS7wCmSdA","Visual-Handwritten",0,2,25,4,6,5,5,2,9,9,9,"Beer",0
"1305","R_1odnFeJa10zRsav","Auditory-Computer",1,2,18,7,7,6,6.66666666666667,4,1,2,1.5,"Beer",1
"1306","R_2fJouq1hxQ0MHsA","Visual-Handwritten",0,1,33,5,5,5,5,5,6,4,5,"Beer",1
